departure,timestamp,supply,demand
23,121,6577,6826
23,122,6382,6650
23,123,6296,6587
23,124,6655,6981
23,125,6297,6720
23,126,6437,6995
23,127,6351,6931
23,128,6346,7019
23,129,6166,6919
23,130,6073,6745
23,131,5778,6608
23,132,5718,6610
23,133,5599,6487
23,134,5020,5920
23,135,4673,5270
23,136,4121,4570
23,137,3940,4239
23,138,3423,3639
23,139,3053,3286
23,140,2951,3183
23,141,2774,2964
23,142,2867,3079
23,143,2529,2764
23,144,2338,2599
24,1,671,722
24,2,541,589
24,3,540,575
24,4,543,575
24,5,449,481
24,6,450,474
24,7,420,457
24,8,357,379
24,9,322,342
24,10,317,344
24,11,310,333
24,12,257,279
24,13,259,283
24,14,239,284
24,15,213,248
24,16,198,225
24,17,193,219
24,18,175,207
24,19,161,186
24,20,139,175
24,21,106,122
24,22,101,115
24,23,98,111
24,24,120,147
24,25,83,108
24,26,71,88
24,27,58,74
24,28,57,86
24,29,49,89
24,30,82,117
24,31,57,88
24,32,67,119
24,33,94,171
24,34,88,181
24,35,95,190
24,36,95,195
24,37,158,310
24,38,157,305
24,39,204,398
24,40,643,720
24,41,704,809
24,42,872,990
24,43,1376,1565
24,44,1522,1689
24,45,2045,2369
24,46,2597,3401
24,47,3170,4985
24,48,3075,7012
24,49,2789,7364
24,50,2802,6188
24,51,3006,5682
24,52,2823,5857
24,53,2844,5370
24,54,3078,4482
24,55,3041,3760
24,56,2763,3604
24,57,2405,3056
24,58,1996,2902
24,59,1835,2827
24,60,1673,2467
24,61,1642,2266
24,62,1536,2143
24,63,1454,1959
24,64,1360,1852
24,65,1385,1990
24,66,1309,1926
24,67,1294,1883
24,68,1219,1787
24,69,1267,1946
24,70,1284,2089
24,71,1321,2038
24,72,1392,2014
24,73,1422,1910
24,74,1492,2004
24,75,1434,1891
24,76,1530,1999
24,77,1579,2102
24,78,1536,2089
24,79,1595,2263
24,80,1550,2341
24,81,1497,2261
24,82,1559,2234
24,83,1459,2068
24,84,1419,2052
24,85,1449,2039
24,86,1396,1883
24,87,1487,1880
24,88,1441,1815
24,89,1388,1606
24,90,1393,1577
24,91,1407,1640
24,92,1343,1597
24,93,1413,1697
24,94,1417,1475
24,95,1408,1482
24,96,1506,1652
24,97,1547,1603
24,98,1471,1523
24,99,1549,1602
24,100,1576,1658
24,101,1628,1724
24,102,1728,1790
24,103,1899,1988
24,104,1828,1921
24,105,1879,1976
24,106,1958,2118
24,107,1945,2093
24,108,1866,1977
24,109,1985,2139
24,110,1816,1927
24,111,1804,1892
24,112,1800,1885
24,113,1726,1785
24,114,1718,1795
24,115,1665,1721
24,116,1578,1627
24,117,1587,1657
24,118,1511,1578
24,119,1493,1542
24,120,1472,1539
24,121,1711,1776
24,122,1490,1551
24,123,1580,1635
24,124,1614,1677
24,125,1583,1651
24,126,1594,1659
24,127,1614,1690
24,128,1653,1719
24,129,1516,1595
24,130,1396,1452
24,131,1358,1416
24,132,1425,1497
24,133,1410,1486
24,134,1207,1272
24,135,1052,1091
24,136,955,1012
24,137,910,945
24,138,902,947
24,139,794,850
24,140,767,795
24,141,780,831
24,142,693,733
24,143,679,721
24,144,631,679
25,1,378,433
25,2,356,433
25,3,284,330
25,4,322,361
25,5,269,299
25,6,243,296
25,7,233,279
25,8,224,259
25,9,143,176
25,10,161,214
25,11,137,168
25,12,123,156
25,13,108,132
25,14,120,147
25,15,77,111
25,16,64,108
25,17,57,95
25,18,58,72
25,19,70,103
25,20,39,67
25,21,37,78
25,22,29,53
25,23,18,48
25,24,28,50
25,25,16,46
25,26,19,38
25,27,24,36
25,28,14,22
25,29,12,29
25,30,21,37
25,31,23,37
25,32,16,38
25,33,15,36
25,34,16,41
25,35,17,37
25,36,33,53
25,37,41,55
25,38,43,58
25,39,62,94
25,40,154,170
25,41,177,193
25,42,249,261
25,43,335,347
25,44,454,465
25,45,525,539
25,46,780,795
25,47,943,962
25,48,998,1019
25,49,1262,1281
25,50,1666,1718
25,51,1660,1735
25,52,1790,1992
25,53,1334,1728
25,54,1118,1460
25,55,1089,1348
25,56,991,1317
25,57,877,1161
25,58,738,1133
25,59,712,1050
25,60,684,891
25,61,642,746
25,62,611,660
25,63,656,689
25,64,654,688
25,65,607,646
25,66,591,624
25,67,541,564
25,68,587,615
25,69,599,649
25,70,613,650
25,71,574,632
25,72,611,649
25,73,632,667
25,74,573,607
25,75,606,636
25,76,636,660
25,77,675,698
25,78,641,687
25,79,681,738
25,80,678,720
25,81,664,695
25,82,625,647
25,83,665,697
25,84,642,673
25,85,631,654
25,86,606,629
25,87,634,647
25,88,712,739
25,89,702,734
25,90,636,657
25,91,673,691
25,92,656,683
25,93,667,689
25,94,765,780
25,95,744,765
25,96,734,756
25,97,795,842
25,98,817,838
25,99,856,878
25,100,893,919
25,101,838,861
25,102,964,986
25,103,1040,1062
25,104,909,935
25,105,974,998
25,106,930,952
25,107,832,856
25,108,889,914
25,109,933,969
25,110,997,1029
25,111,1178,1217
25,112,985,1015
25,113,910,931
25,114,878,906
25,115,783,810
25,116,761,782
25,117,717,735
25,118,702,745
25,119,637,656
25,120,710,731
25,121,708,729
25,122,635,660
25,123,684,701
25,124,697,717
25,125,688,711
25,126,697,722
25,127,736,750
25,128,630,644
25,129,573,587
25,130,552,580
25,131,525,539
25,132,539,558
25,133,517,531
25,134,478,492
25,135,454,467
25,136,520,535
25,137,431,447
25,138,426,455
25,139,433,449
25,140,418,432
25,141,400,417
25,142,421,432
25,143,403,457
25,144,358,390
26,1,105,126
26,2,89,110
26,3,76,85
26,4,69,85
26,5,59,75
26,6,52,66
26,7,42,54
26,8,39,48
26,9,40,61
26,10,34,47
26,11,38,45
26,12,39,44
26,13,35,43
26,14,21,37
26,15,15,35
26,16,22,35
26,17,19,25
26,18,14,25
26,19,10,19
26,20,9,14
26,21,6,8
26,22,13,13
26,23,6,11
26,24,11,17
26,25,7,14
26,26,7,11
26,27,6,9
26,28,5,13
26,29,3,13
26,30,5,12
26,31,2,13
26,32,5,22
26,33,10,28
26,34,17,36
26,35,9,27
26,36,11,30
26,37,19,58
26,38,12,81
26,39,24,116
26,40,102,148
26,41,138,170
26,42,185,244
26,43,310,355
26,44,427,517
26,45,486,638
26,46,617,861
26,47,771,1177
26,48,847,1504
26,49,852,1737
26,50,912,1896
26,51,1103,2256
26,52,1325,2647
26,53,1459,2672
26,54,1413,2074
26,55,1555,2154
26,56,1486,2058
26,57,1466,1825
26,58,1163,1475
26,59,1035,1247
26,60,762,859
26,61,636,734
26,62,545,616
26,63,493,576
26,64,498,635
26,65,451,567
26,66,445,572
26,67,446,625
26,68,447,600
26,69,456,605
26,70,463,691
26,71,527,765
26,72,565,819
26,73,591,805
26,74,596,803
26,75,576,779
26,76,554,822
26,77,570,878
26,78,577,836
26,79,602,871
26,80,614,963
26,81,585,957
26,82,525,879
26,83,533,827
26,84,477,687
26,85,495,674
26,86,466,654
26,87,475,633
26,88,466,561
26,89,437,525
26,90,399,480
26,91,480,587
26,92,434,619
26,93,490,643
26,94,514,604
26,95,496,539
26,96,476,557
26,97,579,609
26,98,558,611
26,99,557,605
26,100,479,514
26,101,562,609
26,102,586,641
26,103,819,884
26,104,734,799
26,105,789,860
26,106,1090,1202
26,107,978,1122
26,108,1137,1268
26,109,1622,1921
26,110,1495,1899
26,111,1428,1807
26,112,1393,1740
26,113,1327,1689
26,114,1298,1660
26,115,1169,1756
26,116,1159,1751
26,117,1090,1668
26,118,1021,1747
26,119,1019,1588
26,120,1025,1479
26,121,1188,1350
26,122,1076,1207
26,123,1033,1120
26,124,997,1086
26,125,778,863
26,126,728,789
26,127,691,756
26,128,681,872
26,129,617,852
26,130,555,767
26,131,533,704
26,132,515,621
26,133,561,614
26,134,481,523
26,135,405,438
26,136,367,411
26,137,298,323
26,138,299,340
26,139,244,278
26,140,189,212
26,141,152,175
26,142,202,230
26,143,123,148
26,144,113,125
27,1,918,1121
27,2,915,1105
27,3,760,888
27,4,777,887
27,5,746,846
27,6,613,705
27,7,609,683
27,8,509,567
27,9,482,537
27,10,503,568
27,11,407,473
27,12,341,414
27,13,393,462
27,14,300,362
27,15,293,363
27,16,272,327
27,17,238,285
27,18,228,295
27,19,205,275
27,20,160,216
27,21,148,204
27,22,137,206
27,23,106,146
27,24,101,141
27,25,98,140
27,26,80,138
27,27,80,125
27,28,72,107
27,29,69,112
27,30,45,91
27,31,52,104
27,32,51,77
27,33,40,59
27,34,55,85
27,35,54,92
27,36,49,85
27,37,70,118
27,38,85,134
27,39,119,187
27,40,223,320
27,41,243,364
27,42,371,521
27,43,569,794
27,44,783,1052
27,45,1146,1437
27,46,1504,1810
27,47,1552,1795
27,48,1609,1822
27,49,2046,2299
27,50,2221,2523
27,51,1825,2130
27,52,1769,2072
27,53,1891,2131
27,54,1351,1556
27,55,1141,1347
27,56,1094,1328
27,57,980,1144
27,58,887,1093
27,59,915,1088
27,60,834,1014
27,61,810,994
27,62,794,977
27,63,830,1039
27,64,828,1010
27,65,868,1031
27,66,903,1078
27,67,858,1041
27,68,842,1039
27,69,956,1161
27,70,1020,1223
27,71,1112,1331
27,72,1010,1226
27,73,1009,1243
27,74,1038,1244
27,75,1061,1275
27,76,1060,1314
27,77,1117,1360
27,78,1056,1266
27,79,1103,1314
27,80,1192,1419
27,81,1197,1425
27,82,1180,1411
27,83,1170,1391
27,84,1197,1395
27,85,1105,1315
27,86,1122,1355
27,87,1101,1322
27,88,1153,1364
27,89,1216,1435
27,90,1173,1371
27,91,1132,1286
27,92,1230,1445
27,93,1229,1458
27,94,1364,1588
27,95,1447,1696
27,96,1309,1524
27,97,1405,1640
27,98,1548,1783
27,99,1636,1849
27,100,1790,2078
27,101,1824,2083
27,102,1983,2250
27,103,2524,2821
27,104,2310,2609
27,105,2282,2628
27,106,2084,2323
27,107,1861,2084
27,108,1534,1710
27,109,1592,1758
27,110,1566,1717
27,111,1715,1838
27,112,1853,1997
27,113,1794,1943
27,114,1774,1901
27,115,1575,1670
27,116,1431,1585
27,117,1372,1537
27,118,1415,1554
27,119,1409,1531
27,120,1370,1520
27,121,1555,1729
27,122,1450,1591
27,123,1407,1544
27,124,1426,1573
27,125,1393,1504
27,126,1437,1562
27,127,1385,1517
27,128,1335,1481
27,129,1354,1471
27,130,1499,1596
27,131,1334,1441
27,132,1172,1267
27,133,1189,1285
27,134,995,1080
27,135,971,1040
27,136,1000,1064
27,137,941,982
27,138,866,909
27,139,871,924
27,140,802,849
27,141,900,949
27,142,847,951
27,143,846,943
27,144,877,1012
28,1,1050,1182
28,2,921,1103
28,3,903,1066
28,4,871,1008
28,5,777,883
28,6,679,772
28,7,692,767
28,8,648,755
28,9,577,701
28,10,494,582
28,11,455,516
28,12,441,530
28,13,362,443
28,14,335,499
28,15,286,406
28,16,263,348
28,17,213,272
28,18,198,257
28,19,194,254
28,20,158,193
28,21,137,166
28,22,127,161
28,23,116,157
28,24,116,162
28,25,83,100
28,26,124,157
28,27,98,152
28,28,108,155
28,29,90,128
28,30,93,140
28,31,106,171
28,32,118,192
28,33,116,182
28,34,117,198
28,35,157,280
28,36,167,278
28,37,191,347
28,38,172,404
28,39,276,478
28,40,645,731
28,41,693,810
28,42,1004,1069
28,43,1680,1769
28,44,2356,2476
28,45,3299,3497
28,46,4153,4423
28,47,5361,5778
28,48,6863,8102
28,49,7684,12747
28,50,7615,15356
28,51,8144,13858
28,52,8741,16678
28,53,8726,16281
28,54,8950,12027
28,55,8720,9587
28,56,8221,8872
28,57,5850,6031
28,58,4813,4913
28,59,4400,4495
28,60,3645,3717
28,61,3232,3316
28,62,3043,3150
28,63,2955,3068
28,64,2906,2985
28,65,2838,2950
28,66,2670,2764
28,67,2783,2884
28,68,2804,2924
28,69,2959,3085
28,70,3060,3233
28,71,2960,3153
28,72,2897,3022
28,73,2974,3132
28,74,2958,3066
28,75,2953,3064
28,76,3055,3162
28,77,3219,3325
28,78,3299,3452
28,79,3515,3675
28,80,3497,3680
28,81,3561,3759
28,82,3570,3742
28,83,3641,3864
28,84,3255,3507
28,85,3208,3411
28,86,3202,3411
28,87,3089,3278
28,88,3043,3240
28,89,3062,3202
28,90,2953,3135
28,91,3175,3328
28,92,3117,3361
28,93,3169,3447
28,94,3382,3502
28,95,3236,3370
28,96,3288,3431
28,97,3577,3693
28,98,3398,3495
28,99,3463,3586
28,100,3692,3785
28,101,3627,3758
28,102,3946,4134
28,103,5371,5699
28,104,4778,5137
28,105,4682,5020
28,106,6011,6702
28,107,5454,6120
28,108,5095,5669
28,109,6019,6776
28,110,5341,6061
28,111,5109,5630
28,112,4681,5005
28,113,4452,4666
28,114,4242,4383
28,115,4107,4262
28,116,3927,4085
28,117,4026,4158
28,118,4072,4240
28,119,4248,4407
28,120,4296,4479
28,121,4715,4855
28,122,4854,5034
28,123,4877,5049
28,124,4858,5082
28,125,4778,5024
28,126,4924,5246
28,127,5327,5879
28,128,4878,5579
28,129,4798,5372
28,130,4671,5148
28,131,4266,4609
28,132,3943,4330
28,133,3876,4348
28,134,3314,3656
28,135,2985,3233
28,136,2701,2828
28,137,2367,2460
28,138,2322,2418
28,139,2111,2313
28,140,1828,1982
28,141,1579,1762
28,142,1418,1555
28,143,1271,1426
28,144,1043,1166
29,1,156,186
29,2,136,171
29,3,133,166
29,4,115,146
29,5,117,151
29,6,102,135
29,7,83,114
29,8,70,84
29,9,79,93
29,10,70,85
29,11,65,78
29,12,55,67
29,13,56,71
29,14,46,53
29,15,58,70
29,16,47,58
29,17,43,67
29,18,27,38
29,19,29,46
29,20,27,38
29,21,29,42
29,22,22,36
29,23,15,33
29,24,16,33
29,25,24,32
29,26,13,24
29,27,13,23
29,28,17,24
29,29,20,39
29,30,29,42
29,31,22,36
29,32,29,50
29,33,32,62
29,34,29,60
29,35,41,76
29,36,46,112
29,37,69,142
29,38,72,155
29,39,106,192
29,40,263,293
29,41,261,274
29,42,381,409
29,43,605,629
29,44,743,791
29,45,758,814
29,46,997,1092
29,47,864,995
29,48,994,1186
29,49,999,1448
29,50,886,1337
29,51,881,1223
29,52,806,1151
29,53,777,1076
29,54,728,855
29,55,711,791
29,56,630,681
29,57,569,620
29,58,538,642
29,59,504,620
29,60,513,637
29,61,536,653
29,62,476,582
29,63,520,615
29,64,441,559
29,65,499,600
29,66,420,549
29,67,406,531
29,68,376,471
29,69,432,520
29,70,441,536
29,71,421,500
29,72,440,505
29,73,451,532
29,74,574,630
29,75,541,632
29,76,573,670
29,77,523,613
29,78,514,598
29,79,531,615
29,80,525,606
29,81,533,658
29,82,510,607
29,83,500,592
29,84,495,570
29,85,465,539
29,86,425,498
29,87,412,467
29,88,433,490
29,89,471,523
29,90,414,444
29,91,407,458
29,92,421,461
29,93,394,435
29,94,410,428
29,95,381,399
29,96,400,427
29,97,416,443
29,98,423,442
29,99,462,484
29,100,416,431
29,101,476,496
29,102,479,510
29,103,560,600
29,104,542,587
29,105,575,621
29,106,674,745
29,107,683,764
29,108,623,699
29,109,723,792
29,110,622,690
29,111,624,684
29,112,578,607
29,113,545,566
29,114,550,580
29,115,518,559
29,116,474,505
29,117,481,523
29,118,463,487
29,119,493,517
29,120,479,519
29,121,540,567
29,122,457,478
29,123,488,518
29,124,497,524
29,125,448,481
29,126,436,476
29,127,457,478
29,128,408,448
29,129,415,456
29,130,406,447
29,131,373,402
29,132,376,410
29,133,427,464
29,134,354,372
29,135,317,336
29,136,316,340
29,137,294,320
29,138,260,291
29,139,220,245
29,140,229,257
29,141,186,215
29,142,164,195
29,143,197,231
29,144,180,211
30,1,4,10
30,2,8,22
30,3,9,16
30,4,7,13
30,5,5,11
30,6,3,6
30,7,2,9
30,8,4,10
30,9,2,2
30,10,2,2
30,11,0,7
30,12,1,4
30,13,3,3
30,14,1,1
30,15,0,2
30,16,1,1
30,17,0,2
30,18,0,2
30,19,1,3
30,20,0,2
30,21,0,2
30,22,0,4
30,23,0,2
30,30,0,1
30,32,0,1
30,35,1,1
30,36,0,1
30,37,1,4
30,38,1,9
30,39,3,12
30,40,19,25
30,41,32,39
30,42,45,47
30,43,54,60
30,44,54,60
30,45,66,75
30,46,62,77
30,47,78,85
30,48,70,77
30,49,65,69
30,50,61,69
30,51,84,88
30,52,66,81
30,53,55,67
30,54,57,80
30,55,57,82
30,56,54,67
30,57,45,59
30,58,44,61
30,59,40,59
30,60,34,44
30,61,36,53
30,62,40,63
30,63,32,53
30,64,41,62
30,65,39,73
30,66,38,64
30,67,30,47
30,68,32,53
30,69,42,63
30,70,35,61
30,71,29,57
30,72,36,39
30,73,40,55
30,74,42,52
30,75,45,63
30,76,61,82
30,77,43,57
30,78,46,71
30,79,51,82
30,80,52,66
30,81,50,68
30,82,45,67
30,83,37,47
30,84,33,43
30,85,36,52
30,86,33,47
30,87,41,60
30,88,41,54
30,89,43,59
30,90,36,54
30,91,46,58
30,92,40,46
30,93,47,59
30,94,37,43
30,95,56,61
30,96,59,69
30,97,68,70
30,98,75,83
30,99,74,80
30,100,60,66
30,101,64,74
30,102,57,61
30,103,70,78
30,104,71,79
30,105,69,79
30,106,60,67
30,107,57,64
30,108,47,57
30,109,53,62
30,110,65,71
30,111,57,61
30,112,51,61
30,113,76,82
30,114,53,61
30,115,58,66
30,116,52,72
30,117,45,57
30,118,48,58
30,119,57,71
30,120,54,67
30,121,61,73
30,122,54,82
30,123,51,64
30,124,64,73
30,125,32,40
30,126,43,47
30,127,36,39
30,128,45,56
30,129,39,46
30,130,30,37
30,131,28,35
30,132,26,39
30,133,26,37
30,134,24,33
30,135,13,20
30,136,19,22
30,137,8,10
30,138,17,20
30,139,5,14
30,140,10,17
30,141,4,10
30,142,10,18
30,143,10,19
30,144,12,19
31,1,57,85
31,2,59,83
31,3,49,73
31,4,43,61
31,5,40,65
31,6,44,69
31,7,35,57
31,8,38,58
31,9,30,53
31,10,30,52
31,11,20,27
31,12,24,36
31,13,18,27
31,14,10,19
31,15,13,26
31,16,15,31
31,17,11,27
31,18,8,28
31,19,6,17
31,20,4,12
31,21,6,8
31,22,3,3
31,23,2,7
31,24,3,7
31,25,2,10
31,26,2,4
31,27,1,5
31,28,1,6
31,29,1,7
31,30,2,4
31,31,4,15
31,32,0,9
31,33,6,22
31,34,4,11
31,35,3,11
31,36,11,27
31,37,17,55
31,38,19,43
31,39,38,75
31,40,103,137
31,41,109,129
31,42,139,176
31,43,227,289
31,44,288,353
31,45,328,391
31,46,383,466
31,47,411,475
31,48,477,524
31,49,453,551
31,50,414,502
31,51,373,423
31,52,418,467
31,53,413,471
31,54,367,430
31,55,306,354
31,56,323,370
31,57,274,328
31,58,242,299
31,59,279,343
31,60,257,327
31,61,205,261
31,62,228,273
31,63,202,250
31,64,222,281
31,65,197,271
31,66,193,253
31,67,190,250
31,68,189,251
31,69,221,280
31,70,223,288
31,71,200,281
31,72,177,229
31,73,210,273
31,74,237,298
31,75,208,254
31,76,213,259
31,77,222,288
31,78,228,303
31,79,216,269
31,80,232,288
31,81,208,275
31,82,192,254
31,83,200,273
31,84,204,272
31,85,217,257
31,86,184,230
31,87,199,250
31,88,223,251
31,89,166,204
31,90,171,218
31,91,180,212
31,92,157,192
31,93,170,193
31,94,199,240
31,95,181,213
31,96,222,278
31,97,212,244
31,98,210,249
31,99,254,295
31,100,291,330
31,101,242,287
31,102,293,346
31,103,304,345
31,104,228,274
31,105,267,306
31,106,314,354
31,107,260,286
31,108,255,290
31,109,239,281
31,110,260,304
31,111,227,272
31,112,244,264
31,113,206,239
31,114,230,257
31,115,189,229
31,116,165,192
31,117,185,219
31,118,162,202
31,119,165,188
31,120,163,190
31,121,174,195
31,122,178,205
31,123,194,227
31,124,190,216
31,125,164,195
31,126,147,177
31,127,159,184
31,128,148,160
31,129,121,138
31,130,108,131
31,131,124,145
31,132,135,162
31,133,145,169
31,134,121,140
31,135,109,129
31,136,104,117
31,137,113,129
31,138,94,109
31,139,102,119
31,140,64,85
31,141,72,89
31,142,80,102
31,143,72,88
31,144,69,91
32,1,12,19
32,2,11,20
32,3,11,21
32,4,9,17
32,5,8,17
32,6,11,20
32,7,7,12
32,8,6,10
32,9,1,3
32,10,6,13
32,11,7,11
32,12,4,9
32,13,2,5
32,14,3,3
32,15,0,4
32,16,1,7
32,17,2,5
32,18,2,8
32,19,2,5
32,20,3,7
32,21,1,5
32,22,2,2
32,23,0,1
32,24,1,4
32,25,2,4
32,26,1,5
32,27,0,1
32,28,0,1
32,30,0,1
32,31,0,1
32,32,0,1
32,34,0,3
32,35,3,5
32,36,1,2
32,37,2,5
32,38,1,2
32,39,2,4
32,40,6,11
32,41,14,25
32,42,24,29
32,43,18,29
32,44,28,36
32,45,39,50
32,46,55,68
32,47,75,86
32,48,66,72
32,49,89,111
32,50,84,100
32,51,71,86
32,52,69,90
32,53,39,49
32,54,35,40
32,55,46,53
32,56,32,42
32,57,45,60
32,58,29,46
32,59,38,60
32,60,33,41
32,61,22,33
32,62,35,54
32,63,29,44
32,64,26,43
32,65,29,46
32,66,30,40
32,67,37,49
32,68,32,50
32,69,42,66
32,70,34,53
32,71,39,54
32,72,31,52
32,73,44,63
32,74,48,74
32,75,51,73
32,76,56,101
32,77,50,87
32,78,41,52
32,79,46,75
32,80,43,61
32,81,29,41
32,82,42,71
32,83,43,60
32,84,37,54
32,85,41,64
32,86,42,54
32,87,34,57
32,88,27,39
32,89,25,36
32,90,32,48
32,91,30,43
32,92,42,56
32,93,38,48
32,94,34,47
32,95,40,44
32,96,46,62
32,97,64,86
32,98,69,86
32,99,70,89
32,100,78,99
32,101,64,80
32,102,81,90
32,103,79,91
32,104,79,96
32,105,70,82
32,106,77,83
32,107,76,88
32,108,72,102
32,109,67,91
32,110,67,87
32,111,63,78
32,112,60,70
32,113,50,62
32,114,55,71
32,115,58,80
32,116,62,74
32,117,45,64
32,118,54,76
32,119,54,86
32,120,54,82
32,121,55,64
32,122,41,62
32,123,43,60
32,124,49,67
32,125,48,66
32,126,37,53
32,127,41,53
32,128,54,68
32,129,44,61
32,130,39,53
32,131,46,52
32,132,38,47
32,133,31,47
32,134,22,28
32,135,27,35
32,136,31,41
32,137,20,37
32,138,34,46
32,139,19,33
32,140,12,23
32,141,19,24
32,142,16,22
32,143,15,27
32,144,13,20
33,1,47,62
33,2,52,67
33,3,50,66
33,4,44,69
33,5,45,55
33,6,27,36
33,7,26,37
33,8,24,36
33,9,14,20
33,10,15,42
33,11,14,23
33,12,15,23
33,13,15,20
33,14,11,14
33,15,10,14
33,16,4,8
33,17,2,6
33,18,2,12
33,19,7,19
33,20,3,10
33,21,3,10
33,22,5,12
33,23,4,15
33,24,3,10
33,25,2,10
33,26,3,8
33,27,4,10
33,28,4,10
33,29,3,7
33,30,1,2
33,31,1,3
33,32,1,7
33,33,5,8
33,34,4,13
33,35,2,4
33,36,4,17
33,37,4,12
33,38,8,11
33,39,20,24
33,40,49,54
33,41,63,68
33,42,95,102
33,43,124,132
33,44,124,134
33,45,169,176
33,46,153,163
33,47,156,165
33,48,179,193
33,49,185,202
33,50,224,246
33,51,218,264
33,52,257,280
33,53,201,223
33,54,217,236
33,55,165,183
33,56,162,177
33,57,201,221
33,58,150,162
33,59,175,197
33,60,165,190
33,61,160,180
33,62,150,180
33,63,170,207
33,64,171,211
33,65,145,184
33,66,148,187
33,67,154,195
33,68,129,160
33,69,147,181
33,70,147,192
33,71,147,181
33,72,140,181
33,73,167,202
33,74,136,157
33,75,129,151
33,76,159,200
33,77,161,193
33,78,149,173
33,79,151,188
33,80,152,176
33,81,169,196
33,82,171,212
33,83,153,170
33,84,144,162
33,85,141,156
33,86,140,159
33,87,151,175
33,88,137,149
33,89,151,169
33,90,144,160
33,91,141,153
33,92,141,152
33,93,148,167
33,94,185,195
33,95,162,167
33,96,188,199
33,97,177,194
33,98,183,187
33,99,163,171
33,100,205,218
33,101,201,207
33,102,198,200
33,103,206,212
33,104,195,204
33,105,217,230
33,106,195,201
33,107,175,179
33,108,179,184
33,109,212,224
33,110,175,188
33,111,166,178
33,112,191,201
33,113,181,188
33,114,162,171
33,115,156,165
33,116,144,159
33,117,163,176
33,118,158,168
33,119,149,158
33,120,151,169
33,121,151,164
33,122,130,142
33,123,144,152
33,124,132,139
33,125,138,146
33,126,139,155
33,127,142,149
33,128,124,134
33,129,118,138
33,130,102,117
33,131,105,114
33,132,102,107
33,133,99,107
33,134,98,107
33,135,106,120
33,136,104,120
33,137,94,105
33,138,93,108
33,139,82,92
33,140,80,86
33,141,68,80
33,142,71,97
33,143,59,85
33,144,54,69
34,1,19,28
34,2,16,24
34,3,14,26
34,4,12,26
34,5,14,35
34,6,12,21
34,7,11,17
34,8,8,15
34,9,8,10
34,10,7,13
34,11,10,19
34,12,8,22
34,13,5,18
34,14,10,18
34,15,1,7
34,16,5,10
34,17,2,3
34,18,3,5
34,19,2,5
34,20,1,8
34,21,1,6
34,22,2,5
34,23,2,8
34,24,4,9
34,25,2,8
34,26,1,1
34,28,2,3
34,29,1,2
34,30,4,12
34,31,1,9
34,32,2,14
34,33,5,20
34,34,5,26
34,35,8,15
34,36,6,16
34,37,12,20
34,38,16,30
34,39,24,37
34,40,31,36
34,41,35,43
34,42,58,64
34,43,76,86
34,44,109,118
34,45,147,166
34,46,155,175
34,47,184,218
34,48,183,208
34,49,180,200
34,50,172,188
34,51,157,187
34,52,143,190
34,53,163,185
34,54,168,192
34,55,177,195
34,56,155,188
34,57,157,182
34,58,155,203
34,59,176,232
34,60,155,218
34,61,152,205
34,62,159,229
34,63,146,212
34,64,133,208
34,65,178,237
34,66,174,225
34,67,157,215
34,68,177,238
34,69,180,283
34,70,182,241
34,71,155,212
34,72,165,235
34,73,165,254
34,74,163,245
34,75,164,242
34,76,177,267
34,77,181,249
34,78,186,286
34,79,193,258
34,80,173,242
34,81,202,299
34,82,190,250
34,83,162,197
34,84,143,178
34,85,162,199
34,86,166,207
34,87,153,182
34,88,182,211
34,89,178,221
34,90,179,220
34,91,196,253
34,92,180,247
34,93,179,220
34,94,211,237
34,95,180,201
34,96,180,194
34,97,189,209
34,98,186,208
34,99,165,178
34,100,202,215
34,101,198,211
34,102,200,216
34,103,168,196
34,104,189,213
34,105,224,235
34,106,229,247
34,107,252,304
34,108,247,279
34,109,220,245
34,110,238,268
34,111,199,227
34,112,212,243
34,113,198,223
34,114,192,213
34,115,162,177
34,116,178,192
34,117,176,202
34,118,171,199
34,119,167,199
34,120,170,196
34,121,175,193
34,122,189,218
34,123,171,194
34,124,166,187
34,125,172,194
34,126,146,168
34,127,124,136
34,128,129,149
34,129,105,126
34,130,103,128
34,131,88,115
34,132,92,107
34,133,79,90
34,134,88,104
34,135,64,79
34,136,89,108
34,137,62,77
34,138,60,85
34,139,36,52
34,140,31,51
34,141,37,50
34,142,33,54
34,143,28,51
34,144,20,28
35,1,55,71
35,2,30,36
35,3,39,55
35,4,28,37
35,5,32,42
35,6,24,39
35,7,16,20
35,8,14,31
35,9,15,20
35,10,17,21
35,11,18,24
35,12,15,17
35,13,7,14
35,14,5,9
35,15,9,17
35,16,3,10
35,17,5,11
35,18,3,7
35,19,4,10
35,20,3,8
35,21,7,12
35,22,4,4
35,23,0,2
35,24,1,1
35,25,1,3
35,26,1,2
35,27,1,2
35,28,0,4
35,29,1,2
35,30,1,1
35,31,2,3
35,32,2,7
35,33,4,7
35,34,3,17
35,35,5,12
35,36,9,19
35,37,6,19
35,38,8,25
35,39,13,27
35,40,70,87
35,41,39,51
35,42,74,83
35,43,68,85
35,44,93,112
35,45,123,139
35,46,265,284
35,47,208,228
35,48,327,359
35,49,465,513
35,50,533,555
35,51,712,739
35,52,996,1035
35,53,967,1018
35,54,759,789
35,55,785,810
35,56,764,785
35,57,576,608
35,58,498,518
35,59,471,503
35,60,383,408
35,61,246,268
35,62,217,249
35,63,214,242
